num_pages_with_shareholder_proposal,Filename,Date Filed,CIK,Form Type,Company Name,pattern_type,occurrence_begin,occurrence_end,diversity
17,edgar/data/63908/0001193125-15-125315.txt,2015-04-10,63908,DEF 14A,MCDONALDS CORP,Without resolved,"proposals this proxy is solicited on behalf of the board of directors of mcdonald s corporation. if ",n 2016 for against abstain 1a. susan e. arnold the board of directors recommends a vote for proposal,0
6,edgar/data/64996/0000064996-15-000019.txt,2015-04-02,64996,DEF 14A,MERCURY GENERAL CORP,With resolved,proposal will be voted on at the annual meeting if the proponent or a qualified representative is pr,e board of directors unanimously recommends that shareholders vote against this shareholder proposal,0
9,edgar/data/6769/0001308179-15-000105.txt,2015-04-02,6769,DEF 14A,APACHE CORP,With resolved,"proposal for a vote, then the proposal will be voted on at the annual meeting. in accordance with fe",rge shareholders to vote for this proposal. the board recommends a vote for the shareholder proposal,0
9,edgar/data/72903/0001193125-15-120106.txt,2015-04-06,72903,DEF 14A,XCEL ENERGY INC,With resolved,proposal no. 2 advisory vote on compensation recommendation and background our board recognizes that,nsider shareholders to have approved our executive compensation if the shares voted for the proposal,0
13,edgar/data/732834/0001193125-15-120740.txt,2015-04-07,732834,DEF 14A,"CONTINENTAL RESOURCES, INC",Without resolved,"proposal without voting instructions. if a proposal is not routine, the broker, bank or other nomine",et forth on page 6 item 1 on the proxy card ; for the approval of the certificate amendment proposal,0
13,edgar/data/732834/0001193125-15-120740.txt,2015-04-07,732834,DEF 14A,"CONTINENTAL RESOURCES, INC",Without resolved,"proposal 2: approval of an amendment to the third amended and restated certificate of incorporation ",roposed amendment to the company s third amended and restated certificate of incorporation. proposal,0
13,edgar/data/732834/0001193125-15-120740.txt,2015-04-07,732834,DEF 14A,"CONTINENTAL RESOURCES, INC",Without resolved,"proposal. given the company s corporate governance measures, strong, independent directors who effec",te against the proposal. the board recommends the shareholders vote against the shareholder proposal,0
13,edgar/data/732834/0001193125-15-120740.txt,2015-04-07,732834,DEF 14A,"CONTINENTAL RESOURCES, INC",Without resolved,"proposal on the chairman of the board being an independent director. in their discretion, the proxie","in by the undersigned shareholder s . if no direction is made, this proxy will be voted for proposal",0
11,edgar/data/746515/0001193125-15-124328.txt,2015-04-09,746515,DEF 14A,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,With resolved,proposal no. 2: advisory vote to approve named executive officer compensation we are asking for your,"compensation program, at all operating levels. the board of directors recommends a vote for proposal",0
11,edgar/data/746515/0001193125-15-124328.txt,2015-04-09,746515,DEF 14A,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,With resolved,"proposal no. 5: advisory vote on company sponsored proxy access framework the company is asking its ",espect to key parameters of proxy access. the board of directors recommends a vote for this proposal,0
11,edgar/data/746515/0001193125-15-124328.txt,2015-04-09,746515,DEF 14A,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,With resolved,"proposal no. 6 shareholder sponsored proxy access. 39 table of contents proposal no. 7: performance "," table of contents our board of directors unanimously recommends that you vote against this proposal",0
11,edgar/data/746515/0001193125-15-124328.txt,2015-04-09,746515,DEF 14A,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,With resolved,proposal no. 7 policy regarding performance based executive equity awards. 41 table of contents prop,ment in opposition our board of directors unanimously recommends that you vote against this proposal,0
11,edgar/data/746515/0001193125-15-124328.txt,2015-04-09,746515,DEF 14A,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,With resolved,proposal no. 8 policy regarding no accelerated vesting of equity awards upon a change in control. 43,ment in opposition our board of directors unanimously recommends that you vote against this proposal,0
11,edgar/data/746515/0001193125-15-124328.txt,2015-04-09,746515,DEF 14A,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,With resolved,proposal no. 9 policy regarding to retain significant stock from equity compensation. 45 table of co,ment in opposition our board of directors unanimously recommends that you vote against this proposal,0
9,edgar/data/752642/0000752642-15-000007.txt,2015-04-30,752642,DEF 14A,"UMH PROPERTIES, INC.",With resolved,proposal set forth in quotes below the majority vote proposal at the annual meeting. the board of di,6 accordingly the board of directors unanimously recommends a vote against this shareholder proposal,0
16,edgar/data/764180/0001193125-15-123580.txt,2015-04-09,764180,DEF 14A,"ALTRIA GROUP, INC.",With resolved,proposal set forth below. the company is not responsible for the content of the shareholder proposal,contents proposals requiring your vote the board recommends a vote against this shareholder proposal,0
12,edgar/data/764622/0001047469-15-003121.txt,2015-04-02,764622,DEF 14A,PINNACLE WEST CAPITAL CORP,Without resolved,proposal 1 ; 2 to hold an advisory vote to approve executive compensation proposal 2 ; 3 to ratify t,ation of deloitte touche llp d t as our independent accountants for 2015 for 81 shareholder proposal,0
12,edgar/data/764622/0001047469-15-003121.txt,2015-04-02,764622,DEF 14A,PINNACLE WEST CAPITAL CORP,Without resolved,proposal. we will hold an advisory vote on say on pay on an annual basis until we next hold an advis,ndations. the board recommends a vote: for the election of the nominated slate of directors proposal,0
12,edgar/data/764622/0001047469-15-003121.txt,2015-04-02,764622,DEF 14A,PINNACLE WEST CAPITAL CORP,Without resolved,proposal 2 advisory vote on executive compensation section 14a of the exchange act requires u.s. pub," approval of the company s executive compensation 80 2015 proxy statement table of contents proposal",0
12,edgar/data/764622/0001047469-15-003121.txt,2015-04-02,764622,DEF 14A,PINNACLE WEST CAPITAL CORP,Without resolved,proposal 4 shareholder proposal regarding a report on lobbying the proponents of the shareholder pro," board of directors response: your board of directors unanimously recommends a vote against proposal",0
12,edgar/data/764622/0001047469-15-003121.txt,2015-04-02,764622,DEF 14A,PINNACLE WEST CAPITAL CORP,Without resolved,proposal 4 shareholder proposal regarding a report on lobbying the company discloses all political c,"t to shareholders. accordingly, the board unanimously recommends that you vote against this proposal",0
12,edgar/data/764622/0001047469-15-003121.txt,2015-04-02,764622,DEF 14A,PINNACLE WEST CAPITAL CORP,Without resolved,proposals to be voted on at the meeting are listed below along with the board of directors recommend,"h the board of directors recommendations. the board recommends a vote for all nominees, for proposal",0
12,edgar/data/764622/0001047469-15-003121.txt,2015-04-02,764622,DEF 14A,PINNACLE WEST CAPITAL CORP,Without resolved,"proposal 4. 1. election of directors: 01 donald e. brandt, 02 denis a. cortese, m.d., 03 richard p. ","nts below. b non voting items a proposals the board recommends a vote for all nominees, for proposal",0
7,edgar/data/791519/0001206774-15-001249.txt,2015-04-13,791519,DEF 14A,STAPLES INC,With resolved,proposal. www.staplesannualmeeting.com 69 table of contents shareholder proposals shareholder propos,board s statement in opposition the board unanimously recommends that you vote against this proposal,0
10,edgar/data/798354/0001193125-15-119985.txt,2015-04-06,798354,DEF 14A,FISERV INC,Without resolved,"proposal must exceed the number of votes cast against the proposal. unless otherwise specified, the ",meeting if it is properly presented. the board of directors recommends you vote against the proposal,0
10,edgar/data/798354/0001193125-15-119985.txt,2015-04-06,798354,DEF 14A,FISERV INC,Without resolved,proposal 4 56 2015 proxy statement table of contents statement in opposition we believe that the own,d against the shareholder proposal. the board of directors recommends that you vote against proposal,0
10,edgar/data/798354/0001193125-15-119985.txt,2015-04-06,798354,DEF 14A,FISERV INC,Without resolved,"proposals 2 and 3: for against abstain 2. to approve, on an advisory basis, the compensation of the "," of fiserv, inc. for 2015. the board of directors recommends you vote against the following proposal",0
10,edgar/data/830122/0000830122-15-000026.txt,2015-05-27,830122,DEF 14A,PICO HOLDINGS INC /NEW,Without resolved,proposal no. 2:advisory non binding vote approving executive compensation say on pay this stockholde,board of directors unanimously recommends a vote for approval of the foregoing resolution.14proposal,0
10,edgar/data/830122/0000830122-15-000026.txt,2015-05-27,830122,DEF 14A,PICO HOLDINGS INC /NEW,Without resolved,"proposal. broker non votes are not counted as votes for or against this proposal and will therefore ","any s independent registered public accounting firm for the year ending december 31, 2015.16proposal",0
10,edgar/data/830122/0000830122-15-000026.txt,2015-05-27,830122,DEF 14A,PICO HOLDINGS INC /NEW,Without resolved,"proposal will constitute approval of the merger agreement and therefore the reincorporation itself. ",ctors unanimously recommends that shareholders vote for the adoption of the reincorporation proposal,0
7,edgar/data/856982/0000856982-15-000014.txt,2015-04-10,856982,DEF 14A,MERIT MEDICAL SYSTEMS INC,With resolved,"proposal as disclosed in this proxy statement.accordingly, the following resolution will be submitte","s vote for approval of the compensation of the neos, as disclosed in this proxy statement.28proposal",0
7,edgar/data/856982/0000856982-15-000014.txt,2015-04-10,856982,DEF 14A,MERIT MEDICAL SYSTEMS INC,With resolved,"proposals. in accordance with applicable proxy regulations, calstrs proposed resolution and supporti",e company vote in favor of the proposal.the board recommends that shareholders vote for the proposal,0
13,edgar/data/86312/0001104659-15-025716.txt,2015-04-03,86312,DEF 14A,"TRAVELERS COMPANIES, INC.",Without resolved,"proposals, including the ratification of the appointment of kpmg llp as our independent registered p",r 2015; for the non binding approval of executive compensation; and against the shareholder proposal,0
13,edgar/data/86312/0001104659-15-025716.txt,2015-04-03,86312,DEF 14A,"TRAVELERS COMPANIES, INC.",Without resolved,proposal item 4 shareholder proposal relating to political contributions and expenditures the office," response the board of directors unanimously recommends that shareholders vote against this proposal",0
13,edgar/data/86312/0001104659-15-025716.txt,2015-04-03,86312,DEF 14A,"TRAVELERS COMPANIES, INC.",Without resolved,proposal whose objective is to advance the best interests of the company and its shareholders. the p,"olders. for the above reasons, the board of directors recommends that you vote against this proposal",0
13,edgar/data/86312/0001104659-15-025716.txt,2015-04-03,86312,DEF 14A,"TRAVELERS COMPANIES, INC.",Without resolved,"proposal 1 and for proposals 2 and 3. if no boxes are marked and the proxy is signed, this proxy wil",d at the annual meeting of shareholders. the board of directors recommends you vote against proposal,0
9,edgar/data/872589/0001047469-15-003736.txt,2015-04-21,872589,DEF 14A,REGENERON PHARMACEUTICALS INC,With resolved,"proposal and asks shareholders to review the board s response, which follows the proposal and the pr",e board of directors unanimously recommends that shareholders vote against this shareholder proposal,0
11,edgar/data/875320/0000875320-15-000025.txt,2015-04-30,875320,DEF 14A,VERTEX PHARMACEUTICALS INC / MA,With resolved,"proposal, which gives you as a shareholder the opportunity to endorse or not endorse our 2014 execut",of the votes cast in person or by proxy on this matter is required for the approval of this proposal,0
11,edgar/data/875320/0000875320-15-000025.txt,2015-04-30,875320,DEF 14A,VERTEX PHARMACEUTICALS INC / MA,With resolved,proposal for the reasons set forth following the proposal.shareholder proposal and supporting statme," shareholder proposal no. 2our board of directors recommends a vote against the shareholder proposal",0
8,edgar/data/882835/0001193125-15-155702.txt,2015-04-29,882835,DEF 14A,ROPER TECHNOLOGIES INC,Without resolved,"proposal 1: election of seven directors. proposal 2: to consider, on a non binding advisory basis, a",pers llc as our independent registered accounting firm for majority of votes 4: shareholder proposal,0
8,edgar/data/882835/0001193125-15-155702.txt,2015-04-29,882835,DEF 14A,ROPER TECHNOLOGIES INC,Without resolved,"proposals, but not on non routine proposals, or leave the shares unvoted, which is called a broker n",be the approval of the shareholders. abstentions will have the effect of a vote against the proposal,0
8,edgar/data/882835/0001193125-15-155702.txt,2015-04-29,882835,DEF 14A,ROPER TECHNOLOGIES INC,Without resolved,proposal 3: ratification of the appointment of pricewaterhousecoopers llp as our independent registe,"nding december 31, 2015. roper technologies, inc. 2015 proxy statement 49 table of contents proposal",0
8,edgar/data/882835/0001193125-15-155702.txt,2015-04-29,882835,DEF 14A,ROPER TECHNOLOGIES INC,Without resolved,"proposal shareholder proxy access roper s board of directors has concluded, after careful considerat","the reasons stated after the proposal, the board recommends a vote against this shareholder proposal",0
8,edgar/data/882835/0001193125-15-155702.txt,2015-04-29,882835,DEF 14A,ROPER TECHNOLOGIES INC,Without resolved,proposals for presentation at an annual meeting and for inclusion in our proxy statement for that an,ou vote against this proposal. the board of directors recommends that you vote against this proposal,1
8,edgar/data/882835/0001193125-15-155702.txt,2015-04-29,882835,DEF 14A,ROPER TECHNOLOGIES INC,Without resolved,"proposal is made with respect to roper s securities. b if you intend to present a matter other than ",r wright 04 wilbur j. prezzano the board of directors recommends you vote for the following proposal,0
8,edgar/data/884887/0001193125-15-134844.txt,2015-04-17,884887,DEF 14A,ROYAL CARIBBEAN CRUISES LTD,Without resolved,"proposal other business that may properly come before the meeting record date: march 30, 2015 voting",r ratification of pricewaterhouse coopers llp as our independent auditor 63 for shareholder proposal,0
8,edgar/data/884887/0001193125-15-134844.txt,2015-04-17,884887,DEF 14A,ROYAL CARIBBEAN CRUISES LTD,Without resolved,proposal 2 advisory vote to approve the compensation of our named executive officers shareholder app," of our named executive officers as disclosed in this proxy statement. 60 table of contents proposal",0
8,edgar/data/884887/0001193125-15-134844.txt,2015-04-17,884887,DEF 14A,ROYAL CARIBBEAN CRUISES LTD,Without resolved,"proposal at our 2009 annual meeting with over 97 of the votes cast in favor of granting discretion. ",for delisting the company s common stock from the oslo stock exchange. 62 table of contents proposal,0
8,edgar/data/884887/0001193125-15-134844.txt,2015-04-17,884887,DEF 14A,ROYAL CARIBBEAN CRUISES LTD,Without resolved,"proposal limited itself to this principle and the steps reasonably required to advance it, we would ",ommendation the board unanimously recommends that shareholders vote against the shareholder proposal,2
8,edgar/data/884887/0001193125-15-134844.txt,2015-04-17,884887,DEF 14A,ROYAL CARIBBEAN CRUISES LTD,Without resolved,proposals: 1. election of directors for against abstain 1a. john f. brock 1b. richard d. fain for ag," 2015. the board of directors recommends you vote 1g. donald thompson against the following proposal",0
11,edgar/data/886982/0001193125-15-125238.txt,2015-04-10,886982,DEF 14A,GOLDMAN SACHS GROUP INC,With resolved,"proposal. equality network foundation, 10033 12th avenue nw, seattle, washington, 98177, beneficial ",s. directors recommendation our board unanimously recommends a vote against the shareholder proposal,0
11,edgar/data/886982/0001193125-15-125238.txt,2015-04-10,886982,DEF 14A,GOLDMAN SACHS GROUP INC,With resolved,"proposal. the afl cio reserve fund, 815 sixteenth street n.w., washington, d.c. 20006, beneficial ow",ts directors recommendation our board unanimously recommends a vote against the shareholder proposal,0
11,edgar/data/886982/0001193125-15-125238.txt,2015-04-10,886982,DEF 14A,GOLDMAN SACHS GROUP INC,With resolved,"proposal. james mcritchie and myra k. young, 9295 yorkship court, elk grove, ca 95758, beneficial ow",ts directors recommendation our board unanimously recommends a vote against the shareholder proposal,0
11,edgar/data/89089/0000089089-15-000006.txt,2015-04-01,89089,DEF 14A,SERVICE CORPORATION INTERNATIONAL,With resolved,"proposal, commonly known as a say on pay proposal, gives shareholders the opportunity to endorse or ",rd of directors recommends a vote for advisory approval of the resolution set forth above.60proposal,0
14,edgar/data/895126/0001193125-15-125220.txt,2015-04-10,895126,DEF 14A,CHESAPEAKE ENERGY CORP,With resolved,"proposal relating to political spending report mr. brad woolworth, on behalf of the city of philadel",of directors statement in opposition to proposal 6 the board recommends a vote against this proposal,0
14,edgar/data/895126/0001193125-15-125220.txt,2015-04-10,895126,DEF 14A,CHESAPEAKE ENERGY CORP,With resolved,"proposal relating to creation of risk oversight committee mr. robert o. glaza, on behalf of the cons",of directors statement in opposition to proposal 7 the board recommends a vote against this proposal,0
10,edgar/data/895421/0001193125-15-116077.txt,2015-04-01,895421,DEF 14A,MORGAN STANLEY,With resolved,proposal. the reserve fund of the american federation of labor and congress of industrial organizati," proposal. 76 table of contents our board unanimously recommends that you vote against this proposal",0
15,edgar/data/899866/0000899866-15-000091.txt,2015-04-08,899866,DEF 14A,ALEXION PHARMACEUTICALS INC,With resolved,"proposal is quoted verbatim below, followed by an opposition statement from the board. the illinois ",ppositionalexion s board of directors unanimously recommends a vote against the shareholder proposal,0
15,edgar/data/899866/0000899866-15-000091.txt,2015-04-08,899866,DEF 14A,ALEXION PHARMACEUTICALS INC,With resolved,"proposal is quoted verbatim below, followed by an opposition statement from the board.shareholder pr",ppositionalexion s board of directors unanimously recommends a vote against the shareholder proposal,0
7,edgar/data/900349/0001193125-15-204707.txt,2015-05-29,900349,DEF 14A,"PERRY ELLIS INTERNATIONAL, INC",Without resolved,"proposal to be voted on at the 2015 annual meeting, your broker will not be permitted to vote your s",s properly presented at the 2015 annual meeting. in tabulating the votes for any particular proposal,0
7,edgar/data/900349/0001193125-15-204707.txt,2015-05-29,900349,DEF 14A,"PERRY ELLIS INTERNATIONAL, INC",Without resolved,proposal 2 advisory vote on our executive compensation the dodd frank wall street reform and consume,"scussion, is hereby approved. the board of directors unanimously recommends a vote for this proposal",0
7,edgar/data/900349/0001193125-15-204707.txt,2015-05-29,900349,DEF 14A,"PERRY ELLIS INTERNATIONAL, INC",Without resolved,proposal. 68 table of contents principal accountant fees and services audit fees pricewaterhousecoop,est interests of the company. the board of directors unanimously recommends a vote for this proposal,0
7,edgar/data/900349/0001193125-15-204707.txt,2015-05-29,900349,DEF 14A,"PERRY ELLIS INTERNATIONAL, INC",Without resolved,"proposal 1, for proposal 2, for proposal 3, for proposal 4, and abstain on proposal 5. important not","ational, inc. the board of directors recommends you vote forall director nominees listed in proposal",0
10,edgar/data/906107/0001193125-15-140129.txt,2015-04-21,906107,DEF 14A,EQUITY RESIDENTIAL,With resolved,proposal is required to be voted upon at the annual meeting only if properly presented at the annual,nd its corporate governance committee recommend a vote against adoption of this shareholder proposal,0
10,edgar/data/910073/0001193125-15-146892.txt,2015-04-24,910073,DEF 14A,NEW YORK COMMUNITY BANCORP INC,Without resolved,proposal the nyc comptroller proposal and the accompanying supporting statement. the company receive,pany s statement in opposition the board of directors unanimously recommends a vote against proposal,0
10,edgar/data/910073/0001193125-15-146892.txt,2015-04-24,910073,DEF 14A,NEW YORK COMMUNITY BANCORP INC,Without resolved,proposals to be voted on at the meeting the shareholder proposal regarding proxy access does not req," shareholders. the board of directors unanimously recommends that shareholders vote against proposal",0
10,edgar/data/910073/0001193125-15-146892.txt,2015-04-24,910073,DEF 14A,NEW YORK COMMUNITY BANCORP INC,Without resolved,proposal 2. for against abstain 2. the ratification of the appointment of kpmg llp as the independen,"scal year ending december 31, 2015. the board of directors recommends that you vote against proposal",0
9,edgar/data/912463/0001047469-15-004955.txt,2015-05-22,912463,DEF 14A,GUESS INC,With resolved,proposal and supporting statement quoted below were submitted by the teamster affiliates pension pla,"ideration, the board of directors unanimously recommends that shareholders vote against the proposal",0
9,edgar/data/912615/0001193125-15-116103.txt,2015-04-01,912615,DEF 14A,URBAN OUTFITTERS INC,Without resolved,"proposals, if properly presented at the annual meeting. 5. to transact such other business as may pr"," before the annual meeting. the board of directors unanimously recommends that you vote for proposal",0
9,edgar/data/912615/0001193125-15-116103.txt,2015-04-01,912615,DEF 14A,URBAN OUTFITTERS INC,Without resolved,proposal 2. ratification of the appointment of deloitte touche llp as the company s independent regi,ion of the company s independent registered public accounting firm for fiscal year 2016. 13 proposal,0
9,edgar/data/912615/0001193125-15-116103.txt,2015-04-01,912615,DEF 14A,URBAN OUTFITTERS INC,Without resolved,proposal. board of directors response the board of directors has carefully considered the shareholde,"the best interests of the company or its shareholders, and recommends that you vote against proposal",0
9,edgar/data/912615/0001193125-15-116103.txt,2015-04-01,912615,DEF 14A,URBAN OUTFITTERS INC,Without resolved,proposal. board of directors response the board of directors has carefully considered the shareholde,"the best interests of the company or its shareholders, and recommends that you vote against proposal",0
10,edgar/data/91576/0001193125-15-120784.txt,2015-04-07,91576,DEF 14A,KEYCORP /NEW/,Without resolved,proposals for the annual meeting proposal page board recommendation 1. election of directors you are,y solicitation 67 attending the annual meeting 67 additional information 68 proxy statement proposal,0
10,edgar/data/91576/0001193125-15-120784.txt,2015-04-07,91576,DEF 14A,KEYCORP /NEW/,Without resolved,proposal two: ratification of independent auditor the audit committee of the board of directors of k,nimously recommends that our shareholders vote for the ratification of this appointment. 61 proposal,0
10,edgar/data/91576/0001193125-15-120784.txt,2015-04-07,91576,DEF 14A,KEYCORP /NEW/,Without resolved,"proposals for inclusion in proxy materials related to executive compensation. however, as described "," meeting. the board of directors unanimously recommends that our shareholders vote for this proposal",0
10,edgar/data/91576/0001193125-15-120784.txt,2015-04-07,91576,DEF 14A,KEYCORP /NEW/,Without resolved,proposal four: shareholder proposal seeking to separate the chairman and chief executive officer rol,printed verbatim from his submission. the board of directors recommends a vote against this proposal,0
10,edgar/data/91576/0001193125-15-120784.txt,2015-04-07,91576,DEF 14A,KEYCORP /NEW/,Without resolved,proposal s one size fits all approach to board leadership is not in the best interests of keycorp an,"and for these reasons, the board recommends that shareholders vote against this shareholder proposal",0
10,edgar/data/91576/0001193125-15-120784.txt,2015-04-07,91576,DEF 14A,KEYCORP /NEW/,Without resolved,proposal will require the affirmative vote of a majority of the keycorp common shares represented in,ting. the board of directors unanimously recommends that our shareholders vote against this proposal,0
10,edgar/data/91576/0001193125-15-120784.txt,2015-04-07,91576,DEF 14A,KEYCORP /NEW/,Without resolved,proposals to be voted on at the meeting are listed below along with the board of directors recommend,"f directors recommendations. the board of directors recommends a vote for all nominees, for proposal",0
10,edgar/data/91576/0001193125-15-120784.txt,2015-04-07,91576,DEF 14A,KEYCORP /NEW/,Without resolved,proposal 4: 1. election of directors: the nominees of the board of directors whose term of office wi,s a vote for the listed nominees. 1. nominees: the board of directors recommends a vote for proposal,0
10,edgar/data/91576/0001193125-15-120784.txt,2015-04-07,91576,DEF 14A,KEYCORP /NEW/,Without resolved,proposal 3. 3. advisory approval of executive compensation. for against abstain 05 h. james dallas 0,"uth ann m. gillis 08 william g. gisel, jr. the board of directors recommends a vote against proposal",0
10,edgar/data/91576/0001193125-15-120784.txt,2015-04-07,91576,DEF 14A,KEYCORP /NEW/,Without resolved,proposal seeking to separate the chairman and chief executive officer roles. 11 beth e. mooney 12 de,s a vote for the listed nominees. 1. nominees: the board of directors recommends a vote for proposal,0
10,edgar/data/91576/0001193125-15-120784.txt,2015-04-07,91576,DEF 14A,KEYCORP /NEW/,Without resolved,proposal 3. 3. advisory approval of executive compensation. for against abstain 05 h. james dallas 0,"uth ann m. gillis 08 william g. gisel, jr. the board of directors recommends a vote against proposal",0
8,edgar/data/924901/0001047469-15-003450.txt,2015-04-13,924901,DEF 14A,MACK CALI REALTY CORP,With resolved,"proposal at the annual meeting. the proposal and the proponent s supporting statement, for which the","n a change in control. accordingly, the board of directors recommends that you vote against proposal",0
9,edgar/data/927653/0001193125-15-222432.txt,2015-06-15,927653,DEF 14A,MCKESSON CORP,With resolved,proposal on accelerated vesting of equity awards the following shareholder proposal has been submitt,f control. we urge you to vote for this proposal. your board recommends a vote against this proposal,0
7,edgar/data/1364479/0001626129-15-000192.txt,2015-08-24,1364479,DEF 14A,HERTZ GLOBAL HOLDINGS INC,With resolved,proposal at the annual meeting. the proposal is set forth below. the company accepts no responsibili,lly considered this shareholder proposal and recommends that stockholders vote against this proposal,0
7,edgar/data/320187/0000320187-15-000116.txt,2015-07-27,320187,DEF 14A,NIKE INC,Without resolved,"proposal 4amendment and termination. the psp may be amended by the committee, with the approval of t","lders vote for re approval of the psp as amended.nike, inc. 2015 notice of annual meeting 36proposal",0
7,edgar/data/320187/0000320187-15-000116.txt,2015-07-27,320187,DEF 14A,NIKE INC,Without resolved,proposal 5restricted stock unitsa participant generally will not recognize income at the time a rest,"s b stock, submitted the the proposal. the board of directors recommends a vote against the proposal",0
7,edgar/data/320187/0000320187-15-000116.txt,2015-07-27,320187,DEF 14A,NIKE INC,Without resolved,"proposal asks nike to disclose all of its political spending, including payments to trade associatio",before.board recommendationthe board of directors recommends a vote against the shareholder proposal,0
7,edgar/data/320187/0000320187-15-000116.txt,2015-07-27,320187,DEF 14A,NIKE INC,Without resolved,"proposals the board of directors recommends a vote for all the nominees listed, a vote for for propo","posals the board of directors recommends a vote for all the nominees listed, a vote for for proposal",0
11,edgar/data/815065/0001193125-15-247946.txt,2015-07-08,815065,DEF 14A,STERIS CORP,With resolved,proposal exclusively. the proponents also state in their letter to the company that they have author,to protect shareholder value. your board of directors recommends that you vote against this proposal,0
9,edgar/data/91419/0001193125-15-242141.txt,2015-07-01,91419,DEF 14A,J M SMUCKER Co,With resolved,"proposal will be voted on at the annual meeting only if it is properly presented by or on behalf of ",d or production report the board unanimously recommends that shareholders vote against this proposal,0
8,edgar/data/940944/0001193125-15-278310.txt,2015-08-05,940944,DEF 14A,DARDEN RESTAURANTS INC,Without resolved,"proposal 2 advisory approval of the company s executive compensation in accordance with sec rules, t",ard recommends that you vote for approval of the foregoing resolution. 14 table of contents proposal,0
8,edgar/data/940944/0001193125-15-278310.txt,2015-08-05,940944,DEF 14A,DARDEN RESTAURANTS INC,Without resolved,proposal to amend the charter to reduce the percentage of outstanding shares necessary to call a spe," requested that the company permit its shareholders at the 2015 annual meeting to approve a proposal",0
8,edgar/data/940944/0001193125-15-278310.txt,2015-08-05,940944,DEF 14A,DARDEN RESTAURANTS INC,Without resolved,"proposal 10 shareholder proposal regarding lobbying disclosure the afl cio reserve fund, 815 sixteen",ote for this proposal. board of directors response the board recommends a vote against this proposal,0
8,edgar/data/940944/0001193125-15-278310.txt,2015-08-05,940944,DEF 14A,DARDEN RESTAURANTS INC,Without resolved,"proposal was rejected by our shareholders, we affirmatively changed our policy on civic engagement a","ent use of company resources. accordingly, your board recommends that you vote against this proposal",0
8,edgar/data/940944/0001193125-15-278310.txt,2015-08-05,940944,DEF 14A,DARDEN RESTAURANTS INC,Without resolved,proposal 1. 1. to elect a full board of 12 directors from the named director nominees to serve until," eugene gene i. lee, jr. 12 alan n. stillman the board of directors recommends you vote for proposal",0
21,edgar/data/100493/0000100493-15-000163.txt,2015-12-18,100493,DEF 14A,TYSON FOODS INC,With resolved,"proposals. the company will provide the names, addresses and shareholdings to the company s knowledg",reholder proposal no. 1the board recommends that shareholders vote against this shareholder proposal,0
21,edgar/data/100493/0000100493-15-000163.txt,2015-12-18,100493,DEF 14A,TYSON FOODS INC,With resolved,"proposal requires the affirmative vote of a majority of the votes cast at the annual meeting, with t",reholder proposal no. 3the board recommends that shareholders vote against this shareholder proposal,0
21,edgar/data/100493/0000100493-15-000163.txt,2015-12-18,100493,DEF 14A,TYSON FOODS INC,With resolved,proposal unless shareholders specifya contrary vote.vote requiredapproval of this shareholder propos,reholder proposal no. 4the board recommends that shareholders vote against this shareholder proposal,0
12,edgar/data/53669/0001193125-15-402024.txt,2015-12-14,53669,DEF 14A,JOHNSON CONTROLS INC,With resolved,proposal and supporting statement submitted by the shareholder are presented below and are quoted ve,"tion of the board: for the reasons stated below, the board recommends you vote against this proposal",0
7,edgar/data/866706/0001144204-15-070839.txt,2015-12-15,866706,DEF 14A,ESCO TECHNOLOGIES INC,With resolved,"proposal for the reasons set forth in the board of directors statement in opposition to shareholder ","rs again recommends, as it has done in prior years, that the shareholders vote against this proposal",0
8,edgar/data/868611/0001193125-15-402282.txt,2015-12-14,868611,DEF 14A,SONIC CORP,With resolved,proposal no. 4 shareholder proposal for the adoption of a policy for accelerating the vesting of equ,nt in opposition the board of directors recommends a vote against approval of this advisory proposal,0
14,edgar/data/1002910/0001193125-16-510349.txt,2016-03-18,1002910,DEF 14A,AMEREN CORP,With resolved,"proposal, commonly known as a say on pay proposal, provides shareholders with the opportunity to end","d public accounting firm for the fiscal year ending december 31, 2016. item 4 : shareholder proposal",0
14,edgar/data/1002910/0001193125-16-510349.txt,2016-03-18,1002910,DEF 14A,AMEREN CORP,With resolved,"proposal and supporting statement presented below which, following sec rules, are reproduced as rece",vote against item 5 . summary board recommendation the board has thoroughly considered this proposal,0
10,edgar/data/101382/0001193125-16-502587.txt,2016-03-14,101382,DEF 14A,UMB FINANCIAL CORP,Without resolved,proposal 1 election of directors 59 proposal 2 ratification of the corporate audit committee s engag," you vote as follows: proposal 1: for the election of each of the 11 nominees to our board. proposal",0
10,edgar/data/101382/0001193125-16-502587.txt,2016-03-14,101382,DEF 14A,UMB FINANCIAL CORP,Without resolved,"proposal proposal 1: plurality voting will apply that is, the 11 nominees receiving the highest numb","ons, your broker, bank, or other nominee has discretionary authority to vote your shares on proposal",0
